0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 3 4 6 7 8 24 26
0 1 2 3 4 5 6 7 8
0 3 4 6 9 12 20 21 25
0 1 2 3 4 5 6 8 12
0 1 2 3 4 5 6 7 8
0 1 3 4 6 7 9 14 26
0 1 2 3 4 5 6 7 8
1 2 3 4 6 8 10 14 23
0 1 2 3 5 6 9 10 18
0 1 2 3 4 6 8 12 19
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 7 9 11 14 22
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 2 5 6 7 8 15 18 21
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 8 28
0 1 2 3 4 5 6 7 8
0 2 3 4 5 7 9 21 29
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 9 13
0 2 3 4 5 6 7 8 21
0 1 2 3 5 6 7 9 16
0 1 2 3 5 6 7 8 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
1 2 3 4 5 7 9 13 23
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 9 10 27
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 9 10 13 16 25
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 8 10 34
0 1 2 4 5 6 9 10 15
0 1 2 3 4 5 6 8 12
0 1 2 3 4 5 6 7 9
0 2 3 4 5 7 8 11 32
0 1 2 3 4 5 6 7 8
0 1 2 4 6 9 10 14 22
0 1 2 3 4 5 6 7 8
0 3 4 5 6 7 8 20 21
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 1 2 4 5 9 10 13 15
0 1 2 3 4 5 6 7 8
0 1 2 3 5 8 11 12 16
1 2 3 4 6 9 10 19 23
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 9 10 23
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 2 3 4 5 6 7 8 21
0 1 2 3 4 5 8 10 11
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 19
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 2 3 5 6 7 9 17 21
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 22
0 1 2 4 5 6 7 8 22
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 6 7 8 14 17
0 1 2 3 6 7 8 16 19
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 15
0 1 2 3 5 6 8 10 18
0 1 2 3 4 5 6 7 9
0 1 2 4 5 6 7 8 22
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 9 10 23
0 1 2 3 4 5 6 7 8
1 2 3 4 6 8 10 14 23
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 9 11
0 1 2 4 5 6 7 8 22
0 1 2 3 4 6 7 8 19
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 3 4 5 6 7 8 31
0 1 2 4 5 6 7 8 15
0 2 3 4 5 6 7 9 21
0 2 3 5 7 8 13 16 35
0 1 2 3 4 5 9 10 11
0 1 2 3 5 6 7 8 18
0 1 2 3 4 6 7 8 25
1 2 3 4 5 9 10 11 23
1 2 4 5 6 8 10 22 23
0 1 2 4 5 6 7 8 27
0 1 2 3 4 5 6 7 9
0 1 2 4 6 7 8 15 19
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 9 13
0 1 2 3 4 5 7 8 13
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 29
0 1 3 4 5 6 9 10 26
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 10 13
0 2 4 5 6 7 8 15 21
0 1 2 3 4 5 6 7 8
0 1 2 5 6 9 10 15 17
0 1 2 3 5 7 8 13 16
0 1 2 3 4 5 6 7 8
0 3 4 6 7 9 14 20 32
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 9 12 17 33
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 30
1 2 3 4 5 6 9 12 36
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 8
0 1 2 3 5 9 10 17 33
0 1 2 3 4 5 6 7 8
0 1 3 4 6 7 9 19 20
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 10 11
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 9 12 13
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 9 12 13
0 1 3 4 6 8 10 14 20
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 24
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 30
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 8 11 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 8 12
0 1 2 4 5 6 9 10 22
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 27
0 1 2 3 4 5 6 8 28
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 8 10
0 1 2 3 4 6 7 8 14
0 2 3 5 6 9 10 16 32
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 10 11
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 30
1 2 4 5 6 9 10 15 23
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 15
0 1 2 3 4 5 7 9 13
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 2 3 4 5 6 7 8 37
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 18
0 1 2 3 4 5 9 10 13
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 9 10 17
0 1 2 3 4 5 8 11 12
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 8 10 13 14
0 1 2 3 4 5 6 8 12
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 16
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 5 7 8 11 18 22
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 14
0 1 4 6 7 8 19 20 27
0 1 2 3 4 6 7 8 25
0 1 2 3 5 6 7 9 16
0 1 2 4 5 6 7 8 15
0 1 2 3 4 5 6 7 8
0 2 3 4 5 9 10 13 35
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 3 4 6 9 10 19 20
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 5 9 10 15 33
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 7 8 13
1 2 3 4 9 10 14 23 33
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 30
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 9 10
0 1 2 3 7 8 11 18 19
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 9 10 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 19
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 9 13
0 1 2 4 6 7 8 14 15
0 2 4 6 7 9 15 21 25
0 1 2 3 5 7 8 11 18
0 1 2 3 4 5 7 8 11
1 2 3 4 5 9 10 11 23
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 24
1 3 4 5 6 7 9 26 36
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
1 2 3 4 6 7 8 23 25
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 4 5 6 8 12 15
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 16
1 2 3 4 5 6 9 12 23
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 22
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 10 13
0 1 2 3 5 6 7 8 18
0 1 2 3 4 5 7 8 13
0 1 2 3 6 9 16 24 28
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 7 9 11 14 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 8 10 34
0 1 2 3 4 6 9 14 28
0 1 2 3 4 6 7 8 14
0 1 3 6 7 8 16 24 26
0 1 2 3 4 5 6 7 9
0 1 3 4 5 6 7 8 31
0 1 2 3 4 5 6 7 8
0 1 3 6 7 9 16 20 24
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 24
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 3 4 6 8 10 25 26
0 1 2 3 4 5 6 7 8
0 1 2 5 6 7 9 15 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 7 8 13
0 1 2 3 4 5 6 7 8
0 1 4 6 9 10 19 20 22
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 8 12 22
0 1 2 3 4 5 9 10 11
0 1 2 3 5 6 8 10 17
0 1 2 4 5 6 7 8 27
0 1 3 4 5 6 9 10 20
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 8 12
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 28
0 1 2 3 5 6 7 8 18
0 2 3 4 5 6 7 8 21
0 1 2 4 5 6 7 9 30
0 2 3 4 5 6 7 8 21
0 1 2 3 4 5 6 7 8
0 1 2 5 7 9 13 15 17
0 1 2 3 5 6 7 8 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 17
0 1 2 3 4 6 7 9 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 5 7 8 11 17
0 1 5 6 7 9 15 18 26
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 1 2 4 6 7 9 24 27
1 2 3 4 5 6 7 8 34
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 17
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 8 10 11
0 1 3 4 6 9 10 14 20
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 27
0 1 2 3 4 5 6 9 10
0 1 2 3 4 6 7 8 24
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 18
0 1 2 3 4 5 7 8 11
0 1 2 3 5 7 9 13 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 3 4 5 8 12 13 31
0 1 2 3 4 5 7 9 11
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
1 2 3 4 6 9 10 14 23
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 11 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 3 4 5 6 7 9 26
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 7 9 13 16
0 2 3 5 7 8 13 18 35
0 1 2 3 4 5 8 10 13
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 13
0 1 2 3 4 5 6 7 9
0 1 2 3 5 7 8 11 17
0 1 2 3 4 5 6 8 12
0 1 2 5 9 10 13 15 17
0 2 4 5 6 8 10 21 22
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 2 3 5 9 12 13 16 21
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 9 10 23
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 16
0 1 2 3 5 6 9 10 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 19
0 1 2 3 5 6 7 9 18
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 3 4 6 7 9 14 20
0 1 2 3 4 5 6 8 28
0 1 4 5 8 10 11 15 26
0 1 2 3 5 6 7 9 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 18
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 25
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 3 4 5 6 7 9 20 32
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 6 9 10 14 15
0 1 2 3 4 5 7 8 11
0 1 2 3 5 6 7 9 18
1 3 4 5 6 8 10 20 23
0 1 2 3 4 5 6 7 8
0 1 2 4 6 7 9 19 27
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 5 6 7 8 18
0 1 3 4 5 6 7 8 31
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 6 7 8 24
0 1 2 9 12 13 15 18 19
1 2 3 4 6 8 14 28 36
0 1 2 3 4 5 6 7 8
0 1 3 4 6 9 12 14 26
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 11 12
0 1 2 3 4 6 7 8 14
0 1 2 3 4 5 6 7 8
0 1 2 3 5 9 10 13 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 9 10 16
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 18
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 8 10 11
0 1 2 3 5 8 10 18 29
0 1 2 3 5 9 10 13 18
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 22
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 9 10 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 3 4 5 6 7 9 20 21
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 9 10 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 25
0 1 2 3 4 5 6 7 8
0 2 3 4 5 6 8 10 32
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 11 12
0 1 2 3 4 5 8 10 11
0 1 2 3 4 5 6 7 8
0 2 3 4 6 9 10 14 35
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 9 10 11 19
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 16
0 1 2 3 4 5 6 7 9
0 1 2 3 5 7 8 11 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 6 9 12 14 17
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 9 10 34
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 9 10 11
0 1 2 3 4 5 6 7 8
0 1 2 3 7 8 13 16 24
0 1 2 3 4 5 7 9 29
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 3 4 5 6 9 10 20
0 1 2 3 4 6 7 8 25
0 1 2 5 6 8 10 15 16
0 1 2 3 5 6 9 10 17
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 24
0 1 2 3 5 6 7 9 17
0 1 2 3 4 5 6 8 12
0 1 2 5 9 10 13 15 16
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 11 12
0 1 2 3 4 5 7 8 11
0 1 2 3 4 5 6 8 10
0 1 2 3 4 5 6 7 9
0 1 2 3 5 6 7 8 18
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 28 29
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 9 14
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 8 12
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 6 7 8
0 1 3 4 6 7 8 25 31
0 1 2 3 4 5 6 9 10
0 2 3 4 6 7 8 14 21
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 5 7 8 13 17
0 1 2 3 4 5 6 8 12
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 22
0 2 3 4 5 6 9 10 35
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 2 3 4 5 6 7 9 21
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 9 18
0 1 2 3 4 5 6 7 8
1 2 3 4 5 6 8 10 36
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 9
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 25
0 1 3 4 5 6 7 9 26
0 1 2 3 4 5 6 7 8
0 1 2 3 5 6 7 8 16
0 1 2 3 5 6 7 9 16
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 6 7 8 24
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 9 10 11
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 9 15
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 12
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 7 9 13
0 1 2 3 4 5 6 7 8
0 1 4 6 7 8 15 25 26
0 1 2 3 4 5 6 9 10
0 1 2 3 4 5 6 7 8
0 1 2 3 4 6 7 8 14
0 1 2 4 5 6 7 9 27
0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 8
0 1 2 4 5 6 7 8 30
