1 2 3 4 5 6 7
1 2 14 4 12 9 7
1 2 14 4 14 6 7
1 2 14 4 14 9 7
1 2 14 4 16 6 7
1 2 14 4 16 4 7
1 2 14 4 16 9 7
1 2 14 9 12 4 7
1 2 14 9 12 9 7
1 2 14 9 12 11 7
1 2 14 9 14 4 7
1 2 14 9 14 11 7
1 2 14 9 16 4 7
1 2 14 9 16 9 7
1 2 14 9 16 11 7
1 2 14 11 12 9 7
1 2 14 11 12 11 7
1 2 14 11 12 13 7
1 2 14 11 14 9 7
1 2 14 11 14 13 7
1 2 14 11 16 9 7
1 2 14 11 16 11 7
1 2 14 11 16 13 7
1 2 14 13 12 11 7
1 2 14 13 12 13 7
1 2 14 13 14 11 7
1 2 14 13 14 15 7
1 2 14 13 16 11 7
1 2 14 13 16 13 7
1 2 14 13 16 15 7
1 2 14 15 12 13 7
1 2 14 15 14 13 7
1 2 14 15 16 13 7
1 2 14 15 16 15 7
1 2 14 15 16 17 7
1 2 14 17 16 15 7
1 2 16 2 14 2 7
1 2 16 2 14 6 7
1 2 16 2 16 6 7
1 2 16 6 14 2 7
1 2 16 6 14 6 7
1 2 16 6 14 4 7
1 2 16 6 16 2 7
1 2 16 6 16 4 7
1 2 16 4 14 6 7
1 2 16 4 14 4 7
1 2 16 4 14 9 7
1 2 16 4 16 6 7
1 2 16 4 16 9 7
1 2 16 9 14 4 7
1 2 16 9 14 9 7
1 2 16 9 14 11 7
1 2 16 9 16 4 7
1 2 16 9 16 11 7
1 2 16 11 14 9 7
1 2 16 11 14 11 7
1 2 16 11 14 13 7
1 2 16 11 16 9 7
1 2 16 11 16 13 7
1 2 16 13 14 11 7
1 2 16 13 14 13 7
1 2 16 13 14 15 7
1 2 16 13 16 11 7
1 2 16 13 16 15 7
1 2 16 15 14 13 7
1 2 16 15 14 15 7
1 2 16 15 16 13 7
1 2 16 15 16 17 7
1 2 16 17 14 15 7
1 2 16 17 16 15 7
3 2 1 4 1 9 7
3 2 1 4 3 4 7
3 2 1 4 3 9 7
3 2 1 9 1 4 7
3 2 1 9 1 11 7
3 2 1 9 3 4 7
3 2 1 9 3 9 7
3 2 1 9 3 11 7
3 2 1 11 1 9 7
3 2 1 11 1 13 7
3 2 1 11 3 9 7
3 2 1 11 3 11 7
3 2 1 11 3 13 7
3 2 1 13 1 11 7
3 2 1 13 1 15 7
3 2 1 13 3 11 7
3 2 1 13 3 13 7
3 2 1 13 3 15 7
3 2 1 15 1 13 7
3 2 1 15 1 17 7
3 2 1 15 3 13 7
3 2 1 15 3 15 7
3 2 1 15 3 17 7
3 2 1 17 1 15 7
3 2 1 17 3 15 7
3 2 1 17 3 17 7
3 2 3 4 1 4 7
3 2 3 4 1 9 7
3 2 3 4 3 9 7
3 2 3 4 5 4 7
3 2 3 4 5 9 7
3 2 3 9 1 4 7
3 2 3 9 1 9 7
3 2 3 9 1 11 7
3 2 3 9 3 4 7
3 2 3 9 3 11 7
3 2 3 9 5 4 7
3 2 3 9 5 9 7
3 2 3 9 5 11 7
3 2 3 11 1 9 7
3 2 3 11 1 11 7
3 2 3 11 1 13 7
3 2 3 11 3 9 7
3 2 3 11 3 13 7
3 2 3 11 5 9 7
3 2 3 11 5 11 7
3 2 3 11 5 13 7
3 2 3 13 1 11 7
3 2 3 13 1 13 7
3 2 3 13 1 15 7
3 2 3 13 3 11 7
3 2 3 13 3 15 7
3 2 3 13 5 11 7
3 2 3 13 5 13 7
3 2 3 13 5 15 7
3 2 3 15 1 13 7
3 2 3 15 1 15 7
3 2 3 15 1 17 7
3 2 3 15 3 13 7
3 2 3 15 3 17 7
3 2 3 15 5 13 7
3 2 3 15 5 15 7
3 2 3 15 5 17 7
3 2 3 17 1 15 7
3 2 3 17 1 17 7
3 2 3 17 3 15 7
3 2 3 17 5 15 7
3 2 3 17 5 17 7
3 2 5 4 3 4 7
3 2 5 4 3 9 7
3 2 5 4 5 9 7
3 2 5 4 8 6 7
3 2 5 4 8 4 7
3 2 5 4 8 9 7
3 2 5 9 3 4 7
3 2 5 9 3 9 7
3 2 5 9 3 11 7
3 2 5 9 5 4 7
3 2 5 9 5 11 7
3 2 5 9 8 4 7
3 2 5 9 8 9 7
3 2 5 9 8 11 7
3 2 5 11 3 9 7
3 2 5 11 3 11 7
3 2 5 11 3 13 7
3 2 5 11 5 9 7
3 2 5 11 5 13 7
3 2 5 11 8 9 7
3 2 5 11 8 11 7
3 2 5 11 8 13 7
3 2 5 13 3 11 7
3 2 5 13 3 13 7
3 2 5 13 3 15 7
3 2 5 13 5 11 7
3 2 5 13 5 15 7
3 2 5 13 8 11 7
3 2 5 13 8 13 7
3 2 5 13 8 15 7
3 2 5 15 3 13 7
3 2 5 15 3 15 7
3 2 5 15 3 17 7
3 2 5 15 5 13 7
3 2 5 15 5 17 7
3 2 5 15 8 13 7
3 2 5 15 8 15 7
3 2 5 15 8 17 7
3 2 5 17 3 15 7
3 2 5 17 3 17 7
3 2 5 17 5 15 7
3 2 5 17 8 15 7
3 2 5 17 8 17 7
3 2 8 2 8 6 7
3 2 8 2 10 2 7
3 2 8 2 10 6 7
3 2 8 6 5 4 7
3 2 8 6 8 2 7
3 2 8 6 8 4 7
3 2 8 6 10 2 7
3 2 8 6 10 6 7
3 2 8 6 10 4 7
3 2 8 4 5 4 7
3 2 8 4 5 9 7
3 2 8 4 8 6 7
3 2 8 4 8 9 7
3 2 8 4 10 6 7
3 2 8 4 10 4 7
3 2 8 4 10 9 7
3 2 8 9 5 4 7
3 2 8 9 5 9 7
3 2 8 9 5 11 7
3 2 8 9 8 4 7
3 2 8 9 8 11 7
3 2 8 9 10 4 7
3 2 8 9 10 9 7
3 2 8 9 10 11 7
3 2 8 11 5 9 7
3 2 8 11 5 11 7
3 2 8 11 5 13 7
3 2 8 11 8 9 7
3 2 8 11 8 13 7
3 2 8 11 10 9 7
3 2 8 11 10 11 7
3 2 8 11 10 13 7
3 2 8 13 5 11 7
3 2 8 13 5 13 7
3 2 8 13 5 15 7
3 2 8 13 8 11 7
3 2 8 13 8 15 7
3 2 8 13 10 11 7
3 2 8 13 10 13 7
3 2 8 13 10 15 7
3 2 8 15 5 13 7
3 2 8 15 5 15 7
3 2 8 15 5 17 7
3 2 8 15 8 13 7
3 2 8 15 8 17 7
3 2 8 15 10 13 7
3 2 8 15 10 15 7
3 2 8 15 10 17 7
3 2 8 17 5 15 7
3 2 8 17 5 17 7
3 2 8 17 8 15 7
3 2 8 17 10 15 7
3 2 8 17 10 17 7
3 2 10 2 8 2 7
3 2 10 2 8 6 7
3 2 10 2 10 6 7
3 2 10 2 12 2 7
3 2 10 2 12 6 7
3 2 10 6 8 2 7
3 2 10 6 8 6 7
3 2 10 6 8 4 7
3 2 10 6 10 2 7
3 2 10 6 10 4 7
3 2 10 6 12 2 7
3 2 10 6 12 6 7
3 2 10 6 12 4 7
3 2 10 4 8 6 7
3 2 10 4 8 4 7
3 2 10 4 8 9 7
3 2 10 4 10 6 7
3 2 10 4 10 9 7
3 2 10 4 12 6 7
3 2 10 4 12 4 7
3 2 10 4 12 9 7
3 2 10 9 8 4 7
3 2 10 9 8 9 7
3 2 10 9 8 11 7
3 2 10 9 10 4 7
3 2 10 9 10 11 7
3 2 10 9 12 4 7
3 2 10 9 12 9 7
3 2 10 9 12 11 7
3 2 10 11 8 9 7
3 2 10 11 8 11 7
3 2 10 11 8 13 7
3 2 10 11 10 9 7
3 2 10 11 10 13 7
3 2 10 11 12 9 7
3 2 10 11 12 11 7
3 2 10 11 12 13 7
3 2 10 13 8 11 7
3 2 10 13 8 13 7
3 2 10 13 8 15 7
3 2 10 13 10 11 7
3 2 10 13 10 15 7
3 2 10 13 12 11 7
3 2 10 13 12 13 7
3 2 10 13 12 15 7
3 2 10 15 8 13 7
3 2 10 15 8 15 7
3 2 10 15 8 17 7
3 2 10 15 10 13 7
3 2 10 15 10 17 7
3 2 10 15 12 13 7
3 2 10 15 12 15 7
3 2 10 15 12 17 7
3 2 10 17 8 15 7
3 2 10 17 8 17 7
3 2 10 17 10 15 7
3 2 10 17 12 15 7
3 2 10 17 12 17 7
3 2 12 2 10 2 7
3 2 12 2 10 6 7
3 2 12 2 12 6 7
3 2 12 2 14 2 7
3 2 12 2 14 6 7
3 2 12 6 10 2 7
3 2 12 6 10 6 7
3 2 12 6 10 4 7
3 2 12 6 12 2 7
3 2 12 6 12 4 7
3 2 12 6 14 2 7
3 2 12 6 14 6 7
3 2 12 6 14 4 7
3 2 12 4 10 6 7
3 2 12 4 10 4 7
3 2 12 4 10 9 7
3 2 12 4 12 6 7
3 2 12 4 12 9 7
3 2 12 4 14 6 7
3 2 12 4 14 4 7
3 2 12 4 14 9 7
3 2 12 9 10 4 7
3 2 12 9 10 9 7
3 2 12 9 10 11 7
3 2 12 9 12 4 7
3 2 12 9 12 11 7
3 2 12 9 14 4 7
3 2 12 9 14 9 7
3 2 12 9 14 11 7
3 2 12 11 10 9 7
3 2 12 11 10 11 7
3 2 12 11 10 13 7
3 2 12 11 12 9 7
3 2 12 11 12 13 7
3 2 12 11 14 9 7
3 2 12 11 14 11 7
3 2 12 11 14 13 7
3 2 12 13 10 11 7
3 2 12 13 10 13 7
3 2 12 13 10 15 7
3 2 12 13 12 11 7
3 2 12 13 12 15 7
3 2 12 13 14 11 7
3 2 12 13 14 13 7
3 2 12 13 14 15 7
3 2 12 15 10 13 7
3 2 12 15 10 15 7
3 2 12 15 10 17 7
3 2 12 15 12 13 7
3 2 12 15 12 17 7
3 2 12 15 14 13 7
3 2 12 15 14 15 7
3 2 12 15 14 17 7
3 2 12 17 10 15 7
3 2 12 17 10 17 7
3 2 12 17 12 15 7
3 2 12 17 14 15 7
3 2 12 17 14 17 7
3 2 14 2 12 2 7
3 2 14 2 12 6 7
3 2 14 2 14 6 7
3 2 14 2 16 2 7
3 2 14 2 16 6 7
3 2 14 6 12 2 7
3 2 14 6 12 6 7
3 2 14 6 12 4 7
3 2 14 6 14 2 7
3 2 14 6 14 4 7
3 2 14 6 16 2 7
3 2 14 6 16 6 7
3 2 14 6 16 4 7
3 2 14 4 12 6 7
3 2 14 4 12 4 7
3 2 14 4 12 9 7
3 2 14 4 14 6 7
3 2 14 4 14 9 7
3 2 14 4 16 6 7
3 2 14 4 16 4 7
3 2 14 4 16 9 7
3 2 14 9 12 4 7
3 2 14 9 12 9 7
3 2 14 9 12 11 7
3 2 14 9 14 4 7
3 2 14 9 14 11 7
3 2 14 9 16 4 7
3 2 14 9 16 9 7
3 2 14 9 16 11 7
3 2 14 11 12 9 7
3 2 14 11 12 11 7
3 2 14 11 12 13 7
3 2 14 11 14 9 7
3 2 14 11 14 13 7
3 2 14 11 16 9 7
3 2 14 11 16 11 7
3 2 14 11 16 13 7
3 2 14 13 12 11 7
3 2 14 13 12 13 7
3 2 14 13 12 15 7
3 2 14 13 14 11 7
3 2 14 13 14 15 7
3 2 14 13 16 11 7
3 2 14 13 16 13 7
3 2 14 13 16 15 7
3 2 14 15 12 13 7
3 2 14 15 12 15 7
3 2 14 15 12 17 7
3 2 14 15 14 13 7
3 2 14 15 14 17 7
3 2 14 15 16 13 7
3 2 14 15 16 15 7
3 2 14 15 16 17 7
3 2 14 17 12 15 7
3 2 14 17 12 17 7
3 2 14 17 14 15 7
3 2 14 17 16 15 7
3 2 14 17 16 17 7
3 2 16 2 14 2 7
3 2 16 2 14 6 7
3 2 16 2 16 6 7
3 2 16 6 14 2 7
3 2 16 6 14 6 7
3 2 16 6 14 4 7
3 2 16 6 16 2 7
3 2 16 6 16 4 7
3 2 16 4 14 6 7
3 2 16 4 14 4 7
3 2 16 4 14 9 7
3 2 16 4 16 6 7
3 2 16 4 16 9 7
3 2 16 9 14 4 7
3 2 16 9 14 9 7
3 2 16 9 14 11 7
3 2 16 9 16 4 7
3 2 16 9 16 11 7
3 2 16 11 14 9 7
3 2 16 11 14 11 7
3 2 16 11 14 13 7
3 2 16 11 16 9 7
3 2 16 11 16 13 7
3 2 16 13 14 11 7
3 2 16 13 14 13 7
3 2 16 13 14 15 7
3 2 16 13 16 11 7
3 2 16 13 16 15 7
3 2 16 15 14 13 7
3 2 16 15 14 15 7
3 2 16 15 14 17 7
3 2 16 15 16 13 7
3 2 16 15 16 17 7
3 2 16 17 14 15 7
3 2 16 17 14 17 7
3 2 16 17 16 15 7
3 6 5 9 8 4 7
3 6 8 2 8 6 7
3 6 8 2 10 2 7
3 6 8 2 10 6 7
3 6 8 6 8 2 7
3 6 8 6 8 4 7
3 6 8 6 10 2 7
3 6 8 6 10 6 7
3 6 8 6 10 4 7
3 6 8 4 8 6 7
3 6 8 4 8 9 7
3 6 8 4 10 6 7
3 6 8 4 10 4 7
3 6 8 4 10 9 7
3 6 8 9 8 4 7
3 6 8 9 10 4 7
3 6 8 9 10 9 7
3 6 8 9 10 11 7
3 6 8 11 10 9 7
3 6 10 2 8 2 7
3 6 10 2 8 6 7
3 6 10 2 10 6 7
3 6 10 2 12 2 7
3 6 10 2 12 6 7
3 6 10 6 8 2 7
3 6 10 6 8 6 7
3 6 10 6 8 4 7
3 6 10 6 10 2 7
3 6 10 6 10 4 7
3 6 10 6 12 2 7
3 6 10 6 12 6 7
3 6 10 6 12 4 7
3 6 10 4 8 6 7
3 6 10 4 8 4 7
3 6 10 4 8 9 7
3 6 10 4 10 6 7
3 6 10 4 10 9 7
3 6 10 4 12 6 7
3 6 10 4 12 4 7
3 6 10 4 12 9 7
3 6 10 9 8 4 7
3 6 10 9 8 9 7
3 6 10 9 10 4 7
3 6 10 9 10 11 7
3 6 10 9 12 4 7
3 6 10 9 12 9 7
3 6 10 9 12 11 7
3 6 10 11 8 9 7
3 6 10 11 10 9 7
3 6 10 11 12 9 7
3 6 10 11 12 11 7
3 6 10 11 12 13 7
3 6 10 13 12 11 7
3 6 12 2 10 2 7
3 6 12 2 10 6 7
3 6 12 2 12 6 7
3 6 12 2 14 2 7
3 6 12 2 14 6 7
3 6 12 6 10 2 7
3 6 12 6 10 6 7
3 6 12 6 10 4 7
3 6 12 6 12 2 7
3 6 12 6 12 4 7
3 6 12 6 14 2 7
3 6 12 6 14 6 7
3 6 12 6 14 4 7
3 6 12 4 10 6 7
3 6 12 4 10 4 7
3 6 12 4 10 9 7
3 6 12 4 12 6 7
3 6 12 4 12 9 7
3 6 12 4 14 6 7
3 6 12 4 14 4 7
3 6 12 4 14 9 7
3 6 12 9 10 4 7
3 6 12 9 10 9 7
3 6 12 9 10 11 7
3 6 12 9 12 4 7
3 6 12 9 12 11 7
3 6 12 9 14 4 7
3 6 12 9 14 9 7
3 6 12 9 14 11 7
3 6 12 11 10 9 7
3 6 12 11 10 11 7
3 6 12 11 12 9 7
3 6 12 11 12 13 7
3 6 12 11 14 9 7
3 6 12 11 14 11 7
3 6 12 11 14 13 7
3 6 12 13 10 11 7
3 6 12 13 12 11 7
3 6 12 13 14 11 7
3 6 12 13 14 13 7
3 6 12 13 14 15 7
3 6 12 15 14 13 7
3 6 14 2 12 2 7
3 6 14 2 12 6 7
3 6 14 2 14 6 7
3 6 14 2 16 2 7
3 6 14 2 16 6 7
3 6 14 6 12 2 7
3 6 14 6 12 6 7
3 6 14 6 12 4 7
3 6 14 6 14 2 7
3 6 14 6 14 4 7
3 6 14 6 16 2 7
3 6 14 6 16 6 7
3 6 14 6 16 4 7
3 6 14 4 12 6 7
3 6 14 4 12 4 7
3 6 14 4 12 9 7
3 6 14 4 14 6 7
3 6 14 4 14 9 7
3 6 14 4 16 6 7
3 6 14 4 16 4 7
3 6 14 4 16 9 7
3 6 14 9 12 4 7
3 6 14 9 12 9 7
3 6 14 9 12 11 7
3 6 14 9 14 4 7
3 6 14 9 14 11 7
3 6 14 9 16 4 7
3 6 14 9 16 9 7
3 6 14 9 16 11 7
3 6 14 11 12 9 7
3 6 14 11 12 11 7
3 6 14 11 12 13 7
3 6 14 11 14 9 7
3 6 14 11 14 13 7
3 6 14 11 16 9 7
3 6 14 11 16 11 7
3 6 14 11 16 13 7
3 6 14 13 12 11 7
3 6 14 13 12 13 7
3 6 14 13 14 11 7
3 6 14 13 14 15 7
3 6 14 13 16 11 7
3 6 14 13 16 13 7
3 6 14 13 16 15 7
3 6 14 15 12 13 7
3 6 14 15 14 13 7
3 6 14 15 16 13 7
3 6 14 15 16 15 7
3 6 14 15 16 17 7
3 6 14 17 16 15 7
3 6 16 2 14 2 7
3 6 16 2 14 6 7
3 6 16 2 16 6 7
3 6 16 6 14 2 7
3 6 16 6 14 6 7
3 6 16 6 14 4 7
3 6 16 6 16 2 7
3 6 16 6 16 4 7
3 6 16 4 14 6 7
3 6 16 4 14 4 7
3 6 16 4 14 9 7
3 6 16 4 16 6 7
3 6 16 4 16 9 7
3 6 16 9 14 4 7
3 6 16 9 14 9 7
3 6 16 9 14 11 7
3 6 16 9 16 4 7
3 6 16 9 16 11 7
3 6 16 11 14 9 7
3 6 16 11 14 11 7
3 6 16 11 14 13 7
3 6 16 11 16 9 7
3 6 16 11 16 13 7
3 6 16 13 14 11 7
3 6 16 13 14 13 7
3 6 16 13 14 15 7
3 6 16 13 16 11 7
3 6 16 13 16 15 7
3 6 16 15 14 13 7
3 6 16 15 14 15 7
3 6 16 15 16 13 7
3 6 16 15 16 17 7
3 6 16 17 14 15 7
3 6 16 17 16 15 7
5 2 1 2 1 6 7
5 2 1 6 1 2 7
5 2 1 6 1 4 7
5 2 1 6 3 4 7
5 2 1 4 1 6 7
5 2 1 4 1 9 7
5 2 1 4 3 4 7
5 2 1 4 3 9 7
5 2 1 9 1 4 7
5 2 1 9 1 11 7
5 2 1 9 3 4 7
5 2 1 9 3 9 7
5 2 1 9 3 11 7
5 2 1 11 1 9 7
5 2 1 11 1 13 7
5 2 1 11 3 9 7
5 2 1 11 3 11 7
5 2 1 11 3 13 7
5 2 1 13 1 11 7
5 2 1 13 1 15 7
5 2 1 13 3 11 7
5 2 1 13 3 13 7
5 2 1 13 3 15 7
5 2 1 15 1 13 7
5 2 1 15 1 17 7
5 2 1 15 3 13 7
5 2 1 15 3 15 7
5 2 1 15 3 17 7
5 2 1 17 1 15 7
5 2 1 17 3 15 7
5 2 1 17 3 17 7
5 2 3 6 1 2 7
5 2 3 4 1 6 7
5 2 3 4 1 4 7
5 2 3 4 1 9 7
5 2 3 4 3 9 7
5 2 3 4 5 4 7
5 2 3 4 5 9 7
5 2 3 9 1 4 7
5 2 3 9 1 9 7
5 2 3 9 1 11 7
5 2 3 9 3 4 7
5 2 3 9 3 11 7
5 2 3 9 5 4 7
5 2 3 9 5 9 7
5 2 3 9 5 11 7
5 2 3 11 1 9 7
5 2 3 11 1 11 7
5 2 3 11 1 13 7
5 2 3 11 3 9 7
5 2 3 11 3 13 7
5 2 3 11 5 9 7
5 2 3 11 5 11 7
5 2 3 11 5 13 7
5 2 3 13 1 11 7
5 2 3 13 1 13 7
5 2 3 13 1 15 7
5 2 3 13 3 11 7
5 2 3 13 3 15 7
5 2 3 13 5 11 7
5 2 3 13 5 13 7
5 2 3 13 5 15 7
5 2 3 15 1 13 7
5 2 3 15 1 15 7
5 2 3 15 1 17 7
5 2 3 15 3 13 7
5 2 3 15 3 17 7
5 2 3 15 5 13 7
5 2 3 15 5 15 7
5 2 3 15 5 17 7
5 2 3 17 1 15 7
5 2 3 17 1 17 7
5 2 3 17 3 15 7
5 2 3 17 5 15 7
5 2 3 17 5 17 7
5 2 5 6 1 2 7
5 2 5 4 3 4 7
5 2 5 4 3 9 7
5 2 5 4 5 9 7
5 2 5 4 8 4 7
5 2 5 4 8 9 7
5 2 5 9 3 4 7
5 2 5 9 3 9 7
5 2 5 9 3 11 7
5 2 5 9 5 4 7
5 2 5 9 5 11 7
5 2 5 9 8 4 7
5 2 5 9 8 9 7
5 2 5 9 8 11 7
5 2 5 11 3 9 7
5 2 5 11 3 11 7
5 2 5 11 3 13 7
5 2 5 11 5 9 7
5 2 5 11 5 13 7
5 2 5 11 8 9 7
5 2 5 11 8 11 7
5 2 5 11 8 13 7
5 2 5 13 3 11 7
5 2 5 13 3 13 7
5 2 5 13 3 15 7
5 2 5 13 5 11 7
5 2 5 13 5 15 7
5 2 5 13 8 11 7
5 2 5 13 8 13 7
5 2 5 13 8 15 7
5 2 5 15 3 13 7
5 2 5 15 3 15 7
5 2 5 15 3 17 7
5 2 5 15 5 13 7
5 2 5 15 5 17 7
5 2 5 15 8 13 7
5 2 5 15 8 15 7
5 2 5 15 8 17 7
5 2 5 17 3 15 7
5 2 5 17 3 17 7
5 2 5 17 5 15 7
5 2 5 17 8 15 7
5 2 5 17 8 17 7
5 2 8 6 1 2 7
5 2 8 4 5 4 7
5 2 8 4 5 9 7
5 2 8 4 8 9 7
5 2 8 4 10 6 7
5 2 8 4 10 4 7
5 2 8 4 10 9 7
5 2 8 9 5 4 7
5 2 8 9 5 9 7
5 2 8 9 5 11 7
5 2 8 9 8 4 7
5 2 8 9 8 11 7
5 2 8 9 10 4 7
5 2 8 9 10 9 7
5 2 8 9 10 11 7
5 2 8 11 5 9 7
5 2 8 11 5 11 7
5 2 8 11 5 13 7
5 2 8 11 8 9 7
5 2 8 11 8 13 7
5 2 8 11 10 9 7
5 2 8 11 10 11 7
5 2 8 11 10 13 7
5 2 8 13 5 11 7
5 2 8 13 5 13 7
5 2 8 13 5 15 7
5 2 8 13 8 11 7
5 2 8 13 8 15 7
5 2 8 13 10 11 7
5 2 8 13 10 13 7
5 2 8 13 10 15 7
5 2 8 15 5 13 7
5 2 8 15 5 15 7
5 2 8 15 5 17 7
5 2 8 15 8 13 7
5 2 8 15 8 17 7
5 2 8 15 10 13 7
5 2 8 15 10 15 7
5 2 8 15 10 17 7
5 2 8 17 5 15 7
5 2 8 17 5 17 7
5 2 8 17 8 15 7
5 2 8 17 10 15 7
5 2 8 17 10 17 7
5 2 10 2 10 6 7
5 2 10 2 12 2 7
5 2 10 2 12 6 7
5 2 10 6 1 2 7
5 2 10 6 8 4 7
5 2 10 6 10 2 7
5 2 10 6 10 4 7
5 2 10 6 12 2 7
5 2 10 6 12 6 7
5 2 10 6 12 4 7
5 2 10 4 8 4 7
5 2 10 4 8 9 7
5 2 10 4 10 6 7
5 2 10 4 10 9 7
5 2 10 4 12 6 7
5 2 10 4 12 4 7
5 2 10 4 12 9 7
5 2 10 9 8 4 7
5 2 10 9 8 9 7
5 2 10 9 8 11 7
5 2 10 9 10 4 7
5 2 10 9 10 11 7
5 2 10 9 12 4 7
5 2 10 9 12 9 7
5 2 10 9 12 11 7
5 2 10 11 8 9 7
5 2 10 11 8 11 7
5 2 10 11 8 13 7
5 2 10 11 10 9 7
5 2 10 11 10 13 7
5 2 10 11 12 9 7
5 2 10 11 12 11 7
5 2 10 11 12 13 7
5 2 10 13 8 11 7
5 2 10 13 8 13 7
5 2 10 13 8 15 7
5 2 10 13 10 11 7
5 2 10 13 10 15 7
5 2 10 13 12 11 7
5 2 10 13 12 13 7
5 2 10 13 12 15 7
5 2 10 15 8 13 7
5 2 10 15 8 15 7
5 2 10 15 8 17 7
5 2 10 15 10 13 7
5 2 10 15 10 17 7
5 2 10 15 12 13 7
5 2 10 15 12 15 7
5 2 10 15 12 17 7
5 2 10 17 8 15 7
5 2 10 17 8 17 7
5 2 10 17 10 15 7
5 2 10 17 12 15 7
5 2 10 17 12 17 7
5 2 12 2 10 2 7
5 2 12 2 10 6 7
5 2 12 2 12 6 7
5 2 12 2 14 2 7
5 2 12 2 14 6 7
5 2 12 6 1 2 7
5 2 12 6 10 2 7
5 2 12 6 10 6 7
5 2 12 6 10 4 7
5 2 12 6 12 2 7
5 2 12 6 12 4 7
5 2 12 6 14 2 7
5 2 12 6 14 6 7
5 2 12 6 14 4 7
5 2 12 4 10 6 7
5 2 12 4 10 4 7
5 2 12 4 10 9 7
5 2 12 4 12 6 7
5 2 12 4 12 9 7
5 2 12 4 14 6 7
5 2 12 4 14 4 7
5 2 12 4 14 9 7
5 2 12 9 10 4 7
5 2 12 9 10 9 7
5 2 12 9 10 11 7
5 2 12 9 12 4 7
5 2 12 9 12 11 7
5 2 12 9 14 4 7
5 2 12 9 14 9 7
5 2 12 9 14 11 7
